"野村日本株高配当SMART50 日次指数値"
※  2008年1月31日 = 10000
,円ベース,
年月日,配当除く,配当含む
20120223,7813.86,8892.13
20120224,7841.08,8923.11
20120227,7854.34,8941.99
20120228,7879.18,8970.28
20120229,7875.98,8966.64
20120301,7839.36,8924.95
20120302,7920.97,9017.85
20120305,7908.74,9003.93
20120306,7860.09,8948.54
20120307,7809.16,8890.56
20120308,7918.29,9014.80
20120309,8011.64,9121.08
20120312,7989.97,9096.41
20120313,7975.00,9079.37
20120314,8062.40,9178.86
20120315,8104.02,9226.26
20120316,8140.06,9267.28
20120319,8169.80,9301.15
20120321,8082.34,9201.57
20120322,8109.11,9232.04
20120323,8039.60,9152.92
20120326,8018.57,9128.97
20120327,8172.41,9304.11
20120328,8013.84,9278.90
20120329,7941.11,9194.69
20120330,7908.58,9157.03
20120402,7909.64,9158.26
20120403,7864.75,9106.28
20120404,7733.66,8954.49
20120405,7727.55,8947.42
20120406,7685.46,8898.69
20120409,7579.72,8776.26
20120410,7587.32,8785.05
20120411,7511.79,8697.60
20120412,7545.68,8736.84
20120413,7609.89,8811.18
20120416,7507.15,8692.23
20120417,7509.35,8694.78
20120418,7635.27,8840.57
20120419,7585.19,8782.58
20120420,7564.73,8758.90
20120423,7558.26,8751.40
20120424,7487.29,8669.23
20120425,7538.78,8728.85
20120426,7538.51,8728.54
20120427,7444.67,8619.89
20120501,7363.92,8526.39
20120502,7382.06,8547.40
20120507,7256.73,8402.27
20120508,7276.73,8425.44
20120509,7176.01,8308.81
20120510,7164.92,8295.97
20120511,7104.00,8225.44
20120514,7091.33,8210.77
20120515,7047.09,8159.54
20120516,6996.32,8100.76
20120517,7025.06,8134.04
20120518,6861.95,7945.18
20120521,6863.94,7947.48
20120522,6902.44,7992.06
20120523,6816.19,7892.19
20120524,6806.20,7880.62
20120525,6834.49,7913.39
20120528,6840.75,7920.64
20120529,6870.18,7954.70
20120530,6817.35,7893.54
20120531,6786.53,7863.93
20120601,6726.84,7794.77
20120604,6622.86,7674.28
20120605,6700.68,7764.45
20120606,6739.09,7808.96
20120607,6838.98,7924.71
20120608,6739.47,7809.40
20120611,6826.39,7910.12
20120612,6780.53,7856.98
20120613,6794.86,7873.58
20120614,6799.46,7878.92
20120615,6822.53,7905.65
20120618,6902.05,7997.78
20120619,6900.66,7996.18
20120620,7043.92,8162.18
20120621,7107.95,8236.38
20120622,7072.98,8195.86
20120625,7025.09,8140.36
20120626,6988.47,8097.93
20120627,7047.13,8178.20
20120628,7173.36,8324.69
20120629,7273.58,8441.00
20120702,7277.08,8445.05
20120703,7374.19,8557.74
20120704,7396.34,8583.46
20120705,7363.81,8545.71
20120706,7314.91,8488.96
20120709,7278.57,8446.78
20120710,7261.33,8426.78
20120711,7240.53,8402.63
20120712,7168.59,8319.15
20120713,7149.23,8296.69
20120717,7150.87,8298.58
20120718,7130.29,8274.70
20120719,7181.31,8333.91
20120720,7037.74,8167.29
20120723,6930.43,8042.76
20120724,6895.39,8002.10
20120725,6816.49,7910.54
20120726,6828.99,7925.04
20120727,6894.80,8003.93
20120730,6951.45,8069.68
20120731,6974.46,8096.40
20120801,6901.59,8011.80
20120802,6941.73,8058.41
20120803,6867.64,7972.39
20120806,6977.17,8099.54
20120807,7094.44,8235.68
20120808,7101.33,8243.67
20120809,7168.05,8321.13
20120810,7101.26,8243.60
20120813,7110.78,8254.65
20120814,7164.09,8316.54
20120815,7125.59,8271.84
20120816,7186.57,8342.63
20120817,7237.01,8401.19
20120820,7228.00,8390.72
20120821,7220.98,8382.58
20120822,7208.15,8367.69
20120823,7211.44,8371.50
20120824,7150.34,8300.57
20120827,7123.16,8269.01
20120828,7039.43,8171.81
20120829,7059.27,8198.46
20120830,6972.36,8097.53
20120831,6884.23,7995.17
20120903,6842.17,7946.33
20120904,6827.64,7929.45
20120905,6736.68,7823.81
20120906,6712.51,7795.74
20120907,6850.51,7956.01
20120910,6860.35,7967.44
20120911,6818.72,7919.10
20120912,6894.32,8006.89
20120913,6941.75,8061.98
20120914,7079.40,8221.84
20120918,7123.79,8273.39
20120919,7182.54,8341.63
20120920,7134.87,8286.26
20120921,7185.23,8344.75
20120924,7196.55,8357.90
20120925,7197.07,8358.50
20120926,7009.80,8281.31
20120927,7045.47,8323.46
20120928,6956.79,8218.69
20121001,6950.91,8211.75
20121002,6952.06,8213.10
20121003,6892.59,8142.84
20121004,6929.22,8186.11
20121005,6958.47,8220.68
20121009,6863.30,8108.24
20121010,6751.28,7975.90
20121011,6748.38,7972.47
20121012,6810.93,8046.36
20121015,6842.65,8083.84
20121016,6920.94,8176.34
20121017,6991.12,8259.24
20121018,7116.50,8407.37
20121019,7147.26,8443.71
20121022,7129.07,8422.22
20121023,7037.43,8313.95
20121024,6970.22,8234.55
20121025,7039.47,8316.36
20121026,6927.85,8184.50
20121029,6931.17,8188.42
20121030,6898.82,8150.20
20121031,6961.07,8226.25
20121101,6944.73,8206.94
20121102,7017.04,8292.39
20121105,6969.23,8235.89
20121106,6951.59,8215.04
20121107,6991.37,8262.05
20121108,6901.71,8156.09
20121109,6869.09,8117.55
20121112,6794.98,8029.96
20121113,6801.90,8038.14
20121114,6788.68,8022.52
20121115,6925.03,8183.66
20121116,7055.51,8337.85
20121119,7160.87,8462.36
20121120,7172.12,8475.65
20121121,7213.13,8524.12
20121122,7301.31,8628.32
20121126,7331.59,8664.11
20121127,7346.52,8681.75
20121128,7253.24,8571.52
20121129,7330.01,8662.24
20121130,7353.29,8686.44
20121203,7357.96,8691.95
20121204,7333.73,8663.33
20121205,7319.08,8646.02
20121206,7371.00,8707.35
20121207,7402.78,8744.90
20121210,7396.71,8737.73
20121211,7364.98,8700.25
20121212,7417.45,8762.23
20121213,7495.55,8854.49
20121214,7525.08,8889.37
20121217,7573.98,8947.14
20121218,7660.89,9049.80
20121219,7915.98,9351.14
20121220,7896.17,9327.74
20121221,7851.23,9274.65
20121225,7875.49,9303.31
20121226,7924.86,9376.65
20121227,7957.31,9415.04
20121228,7997.89,9463.06
20130104,8242.26,9752.19
20130107,8145.04,9637.17
20130108,8069.73,9548.06
20130109,8136.95,9627.60
20130110,8237.79,9746.91
20130111,8329.11,9854.96
20130115,8396.13,9934.25
20130116,8228.73,9736.19
20130117,8239.53,9748.96
20130118,8417.30,9959.31
20130121,8371.22,9904.79
20130122,8343.46,9871.93
20130123,8202.75,9705.45
20130124,8272.42,9787.88
20130125,8461.64,10011.77
20130128,8462.96,10013.33
20130129,8520.29,10081.16
20130130,8615.18,10193.43
20130131,8675.04,10264.26
20130201,8628.38,10209.05
20130204,8694.30,10287.05
20130205,8591.84,10165.82
20130206,8799.07,10411.01
20130207,8819.85,10435.60
20130208,8720.38,10317.91
20130212,8839.20,10458.49
20130213,8777.37,10385.34
20130214,8786.26,10395.86
20130215,8713.97,10310.33
20130218,8888.91,10518.47
20130219,8904.69,10537.14
20130220,9024.15,10678.51
20130221,8955.78,10597.61
20130222,8930.28,10567.43
20130225,9079.83,10744.39
20130226,8967.83,10615.51
20130227,8835.20,10458.52
20130228,9009.05,10669.39
20130301,9082.43,10756.30
20130304,9124.75,10806.41
20130305,9092.46,10768.18
20130306,9192.65,10886.83
20130307,9207.03,10903.86
20130308,9284.64,10995.77
20130311,9479.21,11226.20
20130312,9455.88,11198.57
20130313,9398.24,11130.30
20130314,9409.63,11143.79
20130315,9522.29,11277.23
20130318,9355.90,11080.16
20130319,9515.47,11269.15
20130321,9597.59,11366.39
20130322,9469.55,11214.76
20130325,9551.30,11311.58
20130326,9521.23,11275.96
20130327,9440.16,11351.52
20130328,9312.06,11197.48
20130329,9288.48,11169.13
20130401,8982.74,10801.48
20130402,8854.16,10646.87
20130403,8968.32,10784.15
20130404,9185.47,11045.26
20130405,9350.37,11243.55
20130408,9604.18,11548.75
20130409,9663.13,11619.64
20130410,9854.93,11850.27
20130411,10029.45,12060.12
20130412,10085.19,12127.15
20130415,9962.48,11979.59
20130416,9837.34,11829.11
20130417,9964.08,11981.52
20130418,9877.74,11877.70
20130419,9888.73,11890.92
20130422,10040.12,12072.96
20130423,10048.39,12082.90
20130424,10247.40,12322.20
20130425,10313.85,12402.10
20130426,10186.86,12249.41
20130430,10215.63,12284.00
20130501,10115.21,12163.25
20130502,10098.06,12142.63
20130507,10396.97,12502.05
20130508,10497.08,12622.44
20130509,10430.88,12542.83
20130510,10569.70,12709.76
20130513,10679.72,12842.05
20130514,10723.05,12894.16
20130515,10893.73,13099.39
20130516,10793.95,12979.42
20130517,10875.44,13077.40
20130520,11026.44,13258.97
20130521,11137.55,13392.58
20130522,11176.84,13439.83
20130523,10558.67,12696.50
20130524,10582.21,12724.80
20130527,10223.53,12293.50
20130528,10258.68,12335.77
20130529,10392.56,12496.75
20130530,10064.30,12102.03
20130531,10032.80,12068.84
20130603,9791.77,11778.90
20130604,9967.55,11990.34
20130605,9636.70,11592.35
20130606,9488.60,11414.20
20130607,9343.43,11239.58
20130610,9785.55,11771.42
20130611,9707.98,11678.11
20130612,9627.18,11580.91
20130613,9254.79,11132.94
20130614,9359.34,11258.72
20130617,9610.87,11561.29
20130618,9622.57,11575.36
20130619,9854.40,11854.23
20130620,9767.17,11749.30
20130621,9841.45,11838.66
20130624,9742.52,11719.65
20130625,9655.34,11614.77
20130626,9598.76,11564.79
20130627,9808.69,11817.73
20130628,10062.84,12123.93
20130701,10170.40,12253.52
20130702,10303.01,12413.29
20130703,10293.22,12401.50
20130704,10253.78,12353.98
20130705,10385.83,12513.07
20130708,10269.45,12372.85
20130709,10437.18,12574.94
20130710,10406.00,12537.38
20130711,10386.72,12514.15
20130712,10461.89,12604.71
20130716,10523.46,12678.89
20130717,10564.04,12727.79
20130718,10640.43,12819.82
20130719,10566.87,12731.20
20130722,10614.60,12788.69
20130723,10663.55,12847.67
20130724,10643.05,12822.98
20130725,10510.28,12663.02
20130726,10222.48,12316.27
20130729,9967.12,12012.32
20130730,10100.57,12173.14
20130731,9972.79,12019.68
20130801,10196.90,12289.78
20130802,10419.48,12558.05
20130805,10353.87,12478.97
20130806,10443.20,12586.64
20130807,10149.22,12232.32
20130808,10039.29,12099.82
20130809,10095.62,12167.71
20130812,10147.02,12229.67
20130813,10313.15,12429.89
20130814,10400.10,12534.68
20130815,10263.31,12369.83
20130816,10176.15,12264.78
20130819,10197.23,12290.17
20130820,9980.23,12028.64
20130821,9936.03,11975.36
20130822,9927.61,11965.22
20130823,10112.90,12188.54
20130826,10107.94,12182.56
20130827,10089.56,12160.41
20130828,9930.35,11971.18
20130829,9945.98,11990.01
20130830,9863.00,11900.21
20130902,9920.88,11970.05
20130903,10166.02,12265.82
20130904,10226.97,12339.37
20130905,10239.20,12354.12
20130906,10190.87,12295.80
20130909,10372.05,12514.41
20130910,10519.57,12692.39
20130911,10515.80,12687.85
20130912,10492.42,12659.64
20130913,10473.27,12636.53
20130917,10462.83,12623.94
20130918,10504.75,12674.52
20130919,10669.47,12873.26
20130920,10694.63,12903.61
20130924,10660.94,12862.96
20130925,10625.41,12820.10
20130926,10609.09,12953.31
20130927,10596.43,12937.85
20130930,10422.08,12725.42
20131001,10404.24,12703.64
20131002,10240.82,12504.10
20131003,10178.18,12427.61
20131004,10123.89,12361.33
20131007,9993.17,12201.72
20131008,9957.94,12158.70
20131009,10102.32,12335.00
20131010,10226.84,12487.03
20131011,10359.68,12649.24
20131015,10391.07,12687.55
20131016,10369.15,12660.79
20131017,10448.01,12757.08
20131018,10421.97,12725.28
20131021,10483.09,12799.92
20131022,10489.12,12807.27
20131023,10378.79,12672.56
20131024,10416.50,12718.61
20131025,10236.80,12499.20
20131028,10380.89,12675.13
20131029,10354.91,12643.41
20131030,10438.48,12745.45
20131031,10372.28,12664.74
20131101,10276.83,12548.19
20131105,10240.07,12503.31
20131106,10350.31,12637.92
20131107,10293.79,12568.90
20131108,10244.03,12508.15
20131111,10314.44,12594.12
20131112,10440.41,12747.93
20131113,10436.80,12743.52
20131114,10527.42,12854.17
20131115,10654.50,13009.34
20131118,10670.41,13028.77
20131119,10643.80,12996.27
20131120,10608.95,12953.72
20131121,10669.06,13027.11
20131122,10673.63,13032.69
20131125,10734.58,13107.11
20131126,10679.19,13039.49
20131127,10668.12,13025.96
20131128,10757.15,13134.68
20131129,10787.26,13172.15
20131202,10781.92,13165.64
20131203,10797.05,13184.11
20131204,10648.42,13002.62
20131205,10561.68,12896.70
20131206,10591.88,12933.59
20131209,10746.03,13121.81
20131210,10784.83,13169.19
20131211,10759.96,13138.83
20131212,10655.98,13011.85
20131213,10599.86,12943.33
20131216,10503.11,12825.18
20131217,10575.63,12913.74
20131218,10655.16,13010.85
20131219,10723.63,13094.46
20131220,10699.94,13065.53
20131224,10680.35,13041.61
20131225,10679.07,13040.04
20131226,10801.90,13218.91
20131227,10849.45,13277.11
20131230,10991.76,13451.26
20140106,10935.62,13382.56
20140107,10868.96,13300.98
20140108,11066.29,13542.47
20140109,10977.22,13433.47
20140110,10999.26,13460.44
20140114,10830.60,13254.04
20140115,10999.40,13460.60
20140116,11027.41,13494.88
20140117,11082.75,13562.61
20140120,11056.08,13529.97
20140121,11051.99,13524.96
20140122,11086.67,13567.41
20140123,10977.80,13434.17
20140124,10821.04,13242.33
20140127,10515.99,12869.03
20140128,10444.28,12781.28
20140129,10658.65,13050.05
20140130,10429.01,12768.88
20140131,10439.85,12782.16
20140203,10256.24,12557.35
20140204,9836.98,12044.02
20140205,9981.75,12221.27
20140206,9961.98,12197.06
20140207,10234.45,12530.67
20140210,10321.13,12636.79
20140212,10458.56,12805.07
20140213,10338.74,12658.36
20140214,10226.78,12521.28
20140217,10272.64,12577.43
20140218,10503.09,12859.59
20140219,10518.07,12877.93
20140220,10334.80,12653.53
20140221,10542.77,12908.17
20140224,10531.45,12894.31
20140225,10632.66,13018.23
20140226,10569.31,12943.38
20140227,10476.41,12829.61
20140228,10444.83,12797.44
20140303,10346.20,12676.60
20140304,10404.13,12747.57
20140305,10517.61,12886.61
20140306,10626.62,13020.18
20140307,10695.65,13104.76
20140310,10621.68,13014.13
20140311,10682.16,13088.24
20140312,10482.57,12843.68
20140313,10466.15,12823.56
20140314,10164.57,12454.06
20140317,10051.62,12315.67
20140318,10141.38,12425.65
20140319,10119.61,12398.97
20140320,9981.31,12229.52
20140324,10070.79,12339.15
20140325,10073.78,12342.82
20140326,10136.26,12419.37
20140327,10127.65,12584.73
20140328,10239.17,12723.30
20140331,10370.87,12886.95
20140401,10330.99,12837.39
20140402,10391.01,12911.97
20140403,10440.23,12973.14
20140404,10441.33,12974.51
20140407,10325.74,12830.87
20140408,10189.16,12661.16
20140409,10006.20,12433.81
20140410,10015.28,12445.09
20140411,9937.17,12348.03
20140414,9913.08,12318.10
20140415,9947.61,12361.00
20140416,10151.44,12614.28
20140417,10160.04,12624.97
20140418,10191.30,12663.82
20140421,10168.32,12635.25
20140422,10111.62,12564.80
20140423,10198.73,12673.04
20140424,10154.15,12617.65
20140425,10197.23,12671.19
20140428,10172.12,12639.98
20140430,10188.98,12660.44
20140501,10331.24,12837.21
20140502,10326.26,12831.01
20140507,10106.26,12557.65
20140508,10220.04,12699.03
20140509,10262.84,12752.22
20140512,10215.94,12693.94
20140513,10383.17,12901.74
20140514,10421.96,12949.93
20140515,10395.32,12916.83
20140516,10238.93,12722.51
20140519,10186.47,12657.32
20140520,10201.06,12675.45
20140521,10174.62,12642.59
20140522,10333.86,12840.46
20140523,10440.59,12973.08
20140526,10530.25,13084.49
20140527,10528.35,13082.13
20140528,10567.03,13130.19
20140529,10569.15,13132.82
20140530,10573.70,13145.50
20140602,10695.28,13296.65
20140603,10761.30,13378.72
20140604,10823.30,13455.81
20140605,10807.92,13436.69
20140606,10841.11,13477.96
20140609,10833.09,13467.99
20140610,10778.36,13399.94
20140611,10877.22,13522.84
20140612,10894.49,13544.31
20140613,10932.60,13591.70
20140616,10877.54,13523.24
20140617,10916.48,13571.66
20140618,11012.10,13690.53
20140619,11170.83,13887.86
20140620,11160.91,13875.54
20140623,11153.87,13866.78
20140624,11151.41,13863.73
20140625,11094.70,13793.22
20140626,11104.23,13829.32
20140627,11021.10,13725.78
20140630,11087.41,13808.36
20140701,11171.24,13912.77
20140702,11237.43,13995.20
20140703,11197.50,13945.47
20140704,11252.90,14014.46
20140707,11198.06,13946.17
20140708,11173.36,13915.41
20140709,11131.58,13863.38
20140710,11015.13,13718.34
20140711,11011.02,13713.22
20140714,11099.60,13823.55
20140715,11154.92,13892.44
20140716,11149.14,13885.24
20140717,11170.78,13912.20
20140718,11081.14,13800.55
20140722,11142.11,13876.49
20140723,11132.79,13864.88
20140724,11123.06,13852.77
20140725,11210.09,13961.16
20140728,11276.35,14043.67
20140729,11299.61,14077.67
20140730,11258.67,14026.66
20140731,11272.06,14043.34
20140801,11191.33,13942.76
20140804,11166.02,13911.23
20140805,11085.87,13811.37
20140806,10960.86,13655.63
20140807,11003.45,13708.69
20140808,10779.22,13429.33
20140811,10982.45,13682.52
20140812,11034.71,13747.63
20140813,11035.41,13748.51
20140814,11116.58,13849.63
20140815,11117.40,13850.65
20140818,11106.46,13837.02
20140819,11176.31,13924.05
20140820,11171.06,13917.51
20140821,11263.74,14032.97
20140822,11229.22,13989.97
20140825,11257.92,14025.73
20140826,11214.65,13971.82
20140827,11211.36,13970.60
20140828,11174.80,13925.03
20140829,11150.69,13899.91
20140901,11193.39,13953.14
20140902,11292.92,14077.21
20140903,11322.39,14113.95
20140904,11301.31,14087.66
20140905,11287.14,14070.00
20140908,11346.31,14143.76
20140909,11334.05,14128.48
20140910,11412.43,14226.18
20140911,11461.13,14286.89
20140912,11466.15,14293.15
20140916,11444.38,14266.01
20140917,11416.24,14230.93
20140918,11502.92,14338.98
20140919,11604.43,14465.52
20140922,11657.85,14532.11
20140924,11609.31,14471.60
20140925,11728.71,14620.44
20140926,11547.79,14558.25
20140929,11583.14,14602.82
20140930,11413.27,14388.67
20141001,11328.04,14281.21
20141002,11051.06,13932.03
20141003,11045.61,13925.16
20141006,11143.90,14049.07
20141007,11105.75,14000.97
20141008,11010.82,13881.29
20141009,10915.28,13760.85
20141010,10782.12,13592.98
20141014,10560.98,13314.19
20141015,10583.10,13342.08
20141016,10355.28,13054.86
20141017,10195.91,12853.94
20141020,10571.86,13327.91
20141021,10395.12,13105.09
20141022,10633.14,13405.16
20141023,10587.90,13348.13
20141024,10654.90,13432.59
20141027,10770.12,13577.84
20141028,10737.52,13536.74
20141029,10889.84,13728.78
20141030,10934.79,13785.45
20141031,11338.24,14294.42
20141104,11588.74,14610.23
20141105,11615.21,14643.61
20141106,11490.35,14486.19
20141107,11566.30,14581.94
20141110,11526.20,14531.39
20141111,11629.51,14661.63
20141112,11606.61,14632.76
20141113,11702.10,14753.15
20141114,11778.82,14849.87
20141117,11520.26,14523.89
20141118,11709.60,14762.60
20141119,11716.81,14771.69
20141120,11735.51,14795.27
20141121,11733.76,14793.06
20141125,11807.97,14886.62
20141126,11824.64,14907.63
20141127,11703.24,14754.59
20141128,11802.93,14880.99
20141201,11850.11,14940.48
20141202,11878.84,14976.70
20141203,11907.49,15012.82
20141204,11983.07,15108.11
20141205,12016.60,15150.38
20141208,12050.07,15192.58
20141209,11979.35,15103.41
20141210,11751.68,14816.38
20141211,11656.59,14696.49
20141212,11645.31,14682.26
20141215,11482.40,14476.87
20141216,11242.20,14174.03
20141217,11244.26,14176.63
20141218,11443.06,14427.27
20141219,11703.60,14755.76
20141222,11833.24,14919.20
20141224,11894.31,14996.19
20141225,11859.43,14952.23
20141226,11851.91,14986.09
20141229,11815.65,14940.24
20141230,11712.45,14809.74
20150105,11637.85,14715.42
20150106,11318.82,14312.02
20150107,11328.36,14324.09
20150108,11449.89,14477.75
20150109,11487.82,14525.71
20150113,11439.04,14464.03
20150114,11329.74,14325.83
20150115,11462.62,14493.85
20150116,11434.41,14458.18
20150119,11516.20,14561.60
20150120,11707.02,14802.87
20150121,11663.11,14747.36
20150122,11705.01,14800.33
20150123,11803.81,14925.27
20150126,11769.09,14881.36
20150127,11939.81,15097.23
20150128,11955.91,15123.07
20150129,11796.47,14921.40
20150130,11826.99,14960.00
20150202,11788.33,14911.11
20150203,11729.11,14836.20
20150204,11951.91,15118.01
20150205,11945.52,15109.93
20150206,12007.55,15188.40
20150209,12131.38,15345.03
20150210,12188.35,15417.09
20150212,12293.58,15550.20
20150213,12304.62,15564.16
20150216,12438.70,15733.75
20150217,12445.52,15742.39
20150218,12563.61,15891.76
20150219,12646.69,15996.85
20150220,12658.35,16011.59
20150223,12701.46,16066.13
20150224,12763.24,16144.27
20150225,12761.18,16144.76
20150226,12849.61,16256.65
20150227,12859.59,16276.54
20150302,12897.93,16325.07
20150303,12943.27,16382.47
20150304,12874.02,16294.81
20150305,12969.91,16416.18
20150306,13130.73,16619.73
20150309,13051.48,16519.42
20150310,12972.42,16419.36
20150311,12958.04,16401.15
20150312,13115.54,16600.50
20150313,13144.58,16637.25
20150316,13100.71,16581.73
20150317,13161.95,16659.25
20150318,13217.72,16729.84
20150319,13164.88,16662.95
20150320,13192.06,16697.35
20150323,13403.65,16965.17
20150324,13431.67,17000.63
20150325,13465.82,17043.86
20150326,13326.16,16867.09
20150327,13114.32,16777.37
20150330,13119.47,16783.96
20150331,12982.42,16608.62
20150401,12820.46,16401.43
20150402,13019.78,16656.42
20150403,13068.54,16718.81
20150406,13039.35,16681.46
20150407,13200.33,16887.40
20150408,13283.37,16993.64
20150409,13363.01,17095.53
20150410,13301.56,17016.91
20150413,13336.30,17061.35
20150414,13393.24,17134.20
20150415,13384.67,17123.23
20150416,13569.07,17359.13
20150417,13603.39,17403.04
20150420,13562.35,17350.54
20150421,13712.99,17543.26
20150422,13774.18,17621.53
20150423,13860.69,17732.21
20150424,13827.75,17690.07
20150427,13859.10,17730.17
20150428,13857.66,17728.34
20150430,13594.76,17391.08
20150501,13590.18,17385.22
20150507,13499.61,17269.36
20150508,13597.49,17394.57
20150511,13706.85,17534.47
20150512,13753.05,17593.57
20150513,13750.03,17589.71
20150514,13660.02,17474.56
20150515,13756.21,17597.61
20150518,13967.31,17867.66
20150519,14007.27,17918.78
20150520,14104.64,18043.34
20150521,14167.50,18123.75
20150522,14171.09,18128.34
20150525,14286.08,18275.44
20150526,14298.57,18291.43
20150527,14303.34,18297.53
20150528,14406.72,18429.78
20150529,14402.58,18428.50
20150601,14446.26,18484.39
20150602,14362.25,18376.90
20150603,14347.21,18357.65
20150604,14371.00,18388.09
20150605,14272.34,18261.85
20150608,14256.22,18241.23
20150609,14040.03,17964.60
20150610,13985.82,17895.25
20150611,14108.60,18052.35
20150612,14098.93,18039.97
20150615,14073.30,18007.17
20150616,13996.78,17909.27
20150617,13937.42,17833.31
20150618,13774.91,17625.38
20150619,13874.20,17752.42
20150622,14012.39,17929.24
20150623,14217.15,18191.23
20150624,14280.55,18272.36
20150625,14222.77,18198.43
20150626,14125.06,18124.93
20150629,13782.84,17685.80
20150630,13829.66,17745.87
20150701,13827.91,17743.62
20150702,13927.40,17871.29
20150703,13980.92,17939.96
20150706,13745.80,17638.27
20150707,13815.60,17727.84
20150708,13377.12,17165.18
20150709,13367.36,17152.66
20150710,13481.48,17299.10
20150713,13708.24,17590.07
20150714,13915.06,17855.45
20150715,13983.07,17942.73
20150716,14103.79,18097.63
20150717,14130.23,18131.55
20150721,14169.40,18181.81
20150722,14075.68,18061.56
20150723,14121.94,18120.92
20150724,14003.91,17969.46
20150727,13910.11,17849.10
20150728,13811.38,17722.42
20150729,13911.77,17857.93
20150730,14111.85,18114.76
20150731,14176.95,18199.38
20150803,14158.08,18175.16
20150804,14167.67,18187.47
20150805,14198.86,18227.51
20150806,14254.00,18298.29
20150807,14335.39,18402.78
20150810,14369.73,18446.86
20150811,14372.31,18450.17
20150812,14214.04,18247.00
20150813,14204.78,18235.11
20150814,14138.82,18150.43
20150817,14193.94,18221.19
20150818,14202.06,18231.62
20150819,14040.12,18023.73
20150820,13786.61,17698.29
20150821,13438.42,17251.31
20150824,12720.42,16329.59
20150825,12277.88,15761.49
20150826,12604.24,16180.45
20150827,12777.99,16406.76
20150828,13217.39,16970.94
20150831,13124.95,16858.19
20150901,12674.95,16280.18
20150902,12556.71,16128.32
20150903,12638.78,16233.72
20150904,12433.50,15970.05
20150907,12479.70,16029.40
20150908,12311.24,15813.03
20150909,13080.09,16800.56
20150910,12875.10,16537.27
20150911,12869.69,16530.31
20150914,12734.09,16356.15
20150915,12746.03,16371.48
20150916,12853.52,16509.55
20150917,12971.56,16661.16
20150918,12720.25,16338.37
20150924,12430.39,15966.07
20150925,12651.95,16250.64
20150928,12436.36,16149.05
20150929,11860.43,15401.19
20150930,12097.13,15708.54
20151001,12313.47,15989.47
20151002,12333.66,16015.69
20151005,12488.08,16216.21
20151006,12603.73,16366.39
20151007,12804.92,16627.64
20151008,12757.99,16566.69
20151009,13087.39,16994.44
20151013,12986.56,16863.51
20151014,12717.11,16513.61
20151015,12881.96,16727.68
20151016,13006.81,16889.80
20151019,12899.27,16750.15
20151020,12934.52,16795.93
20151021,13148.87,17074.27
20151022,13096.27,17005.96
20151023,13323.68,17301.27
20151026,13404.72,17406.49
20151027,13261.17,17220.09
20151028,13286.77,17253.34
20151029,13308.54,17281.61
20151030,13363.92,17352.98
20151102,13089.65,16996.85
20151104,13215.43,17160.18
20151105,13347.68,17331.90
20151106,13383.79,17378.78
20151109,13628.75,17696.87
20151110,13619.54,17684.91
20151111,13591.07,17647.94
20151112,13590.22,17646.84
20151113,13457.08,17473.96
20151116,13373.60,17365.56
20151117,13499.35,17528.85
20151118,13483.11,17507.75
20151119,13609.38,17671.72
20151120,13573.15,17624.67
20151124,13576.88,17629.51
20151125,13496.79,17525.52
20151126,13554.40,17600.33
20151127,13524.92,17562.04
20151130,13380.40,17375.27
20151201,13562.11,17611.23
20151202,13580.92,17635.65
20151203,13649.98,17725.34
20151204,13412.47,17416.91
20151207,13462.29,17481.60
20151208,13284.92,17251.28
20151209,13197.11,17137.26
20151210,13096.25,17006.29
20151211,13146.41,17071.41
20151214,12944.49,16809.21
20151215,12732.02,16533.31
20151216,13114.39,17029.85
20151217,13280.50,17245.55
20151218,13014.31,16899.88
20151221,12986.76,16864.10
20151222,12986.68,16864.00
20151224,12955.61,16823.65
20151225,12833.16,16664.64
20151228,12958.88,16864.56
20151229,13062.29,16999.13
20151230,13054.44,16988.92
20160104,12818.16,16681.42
20160105,12799.89,16657.65
20160106,12651.05,16463.94
20160107,12376.05,16106.07
20160108,12295.57,16001.33
20160112,11899.70,15486.15
20160113,12218.68,15901.27
20160114,11955.11,15558.26
20160115,11919.31,15511.67
20160118,11807.86,15366.63
20160119,11839.85,15408.26
20160120,11434.27,14880.44
20160121,11124.34,14477.10
20160122,11726.82,15261.16
20160125,11900.84,15487.63
20160126,11611.86,15111.56
20160127,11990.11,15610.04
20160128,11937.60,15541.67
20160129,12304.50,16019.34
20160201,12495.41,16267.89
20160202,12338.84,16064.05
20160203,11930.86,15532.90
20160204,11871.58,15455.72
20160205,11810.06,15375.62
20160208,11863.02,15444.57
20160209,11210.81,14595.46
