"Russell/Nomura “ú–{Š”ƒCƒ“ƒfƒbƒNƒX ŒŸw”’l (”z“–ŠÜ‚Ş), ‰~ƒx[ƒX"
¦ Prime:1996”N12Œ––=1000ASmall CoreAMicro:1999”N12Œ––=100A‚»‚êˆÈŠOF1979”N12Œ––=100
DATE,Total Market,Total Market Value,Total Market Growth,Large,Large Value,Large Growth,Top,Top Value,Top Growth,Mid,Mid Value,Mid Growth,Mid-Small,Mid-Small Value,Mid-Small Growth,Small,Small Value,Small Growth,Small Core,Small Core Value,Small Core Growth,Micro,Micro Value,Micro Growth,Prime,Prime Value,Prime Growth
200002,438.55,575.51,305.76,462.83,605.89,320.52,483.81,724.07,309.56,410.98,450.30,360.89,374.53,437.76,330.79,303.36,406.15,292.03,104.52,102.71,109.33,104.68,102.99,112.38,1249.42,958.89,1531.08
200003,438.02,609.02,290.81,461.21,642.46,304.75,481.81,771.00,296.43,410.26,474.04,332.53,376.35,459.83,306.91,310.55,424.52,279.90,107.16,107.94,105.06,107.47,107.54,107.18,1248.09,1016.85,1456.70
200004,425.25,602.47,277.57,448.80,639.72,291.06,465.24,764.30,281.54,407.78,475.62,325.51,369.43,453.74,298.27,294.01,402.89,262.86,103.02,103.83,100.84, 99.51,100.31, 95.90,1213.52,1008.72,1391.75
200005,398.92,604.86,243.57,417.38,638.15,254.41,421.38,740.65,243.58,406.07,497.55,297.24,370.80,474.61,275.08,302.01,421.33,253.94,105.91,109.27, 97.07,102.06,103.95, 93.61,1135.50,1011.23,1219.75
200006,419.83,647.87,251.56,437.35,678.95,262.72,436.63,776.60,250.24,437.16,541.44,313.49,401.24,520.29,289.18,331.62,470.03,263.03,115.67,121.73, 99.76,112.53,115.64, 98.61,1193.70,1081.65,1259.51
200007,384.31,601.57,226.67,400.65,631.91,236.94,399.35,717.71,227.12,402.01,509.32,275.45,367.84,485.52,254.28,301.38,430.41,232.07,104.50,110.94, 87.59,103.15,106.56, 87.93,1092.51,1004.47,1134.98
200008,399.37,614.05,240.24,415.68,641.80,251.02,414.96,725.43,240.79,415.60,521.03,290.94,382.31,500.72,269.22,317.96,452.43,248.41,110.75,117.25, 93.72,108.11,111.21, 94.21,1135.10,1024.33,1202.84
200009,386.90,604.70,228.67,402.95,633.58,239.13,398.49,709.48,228.35,411.70,521.32,282.40,375.96,496.57,259.46,306.30,439.38,231.66,106.38,113.93, 86.56,104.54,107.87, 89.66,1099.59,1009.25,1144.86
200010,362.84,588.68,205.30,378.97,622.26,214.98,373.21,704.14,204.50,390.94,504.21,257.85,353.38,473.80,234.93,279.44,405.46,201.42, 97.36,105.98, 74.67, 94.93, 98.45, 79.24,1032.38,985.76,1028.09
200011,359.20,583.93,202.76,373.87,612.95,212.44,364.53,674.51,202.87,394.42,516.94,250.86,357.81,487.08,228.60,286.01,419.67,196.10, 99.93,110.37, 72.45, 96.75,101.03, 77.70,1021.28,976.43,1015.51
200012,342.07,571.34,186.64,356.17,602.23,195.51,344.32,664.41,185.19,382.80,506.10,238.54,345.30,473.40,216.35,271.38,400.44,181.31, 94.56,105.26, 66.38, 92.19, 96.47, 73.14,972.61,956.56,934.48
200101,345.91,573.67,189.98,360.04,603.94,198.96,350.13,671.29,189.06,381.58,502.27,239.64,345.72,472.35,218.10,275.44,405.23,185.68, 95.36,106.13, 66.96, 94.46, 98.07, 77.74,983.25,960.03,950.85
200102,331.24,564.79,177.21,342.72,590.56,185.10,329.27,642.58,175.87,373.63,505.72,223.02,341.72,478.15,205.27,280.11,415.94,183.51, 95.67,107.72, 65.31, 97.95,102.06, 79.26,939.24,942.40,886.08
200103,342.92,578.30,185.47,354.61,602.32,193.97,340.08,649.64,184.11,388.12,521.76,234.63,355.12,495.43,214.64,291.40,435.57,186.91, 98.83,112.22, 66.05,102.90,107.56, 82.07,971.74,963.17,927.38
200104,365.49,623.43,195.53,377.17,646.97,204.58,358.00,684.72,193.66,422.68,574.79,250.15,386.59,545.69,227.95,316.87,479.55,195.12,107.69,124.19, 69.14,111.58,117.69, 85.14,1035.33,1037.83,977.91
200105,352.11,599.29,188.77,362.67,620.51,197.15,344.25,656.87,186.49,406.42,551.13,241.80,373.60,525.54,221.91,310.76,466.93,195.99,105.59,120.85, 69.16,109.45,114.67, 86.33,996.75,996.78,943.57
200106,349.30,607.11,183.43,358.55,625.98,191.51,337.94,657.15,180.95,408.19,562.01,235.91,377.09,538.58,216.68,318.16,484.32,192.02,107.97,125.67, 67.58,112.25,118.57, 85.07,987.66,1008.53,916.74
200107,320.43,566.53,165.36,328.48,584.02,172.56,306.24,602.81,162.71,382.86,535.65,214.34,352.78,510.33,196.91,295.48,452.46,174.65,100.83,118.34, 61.65,103.45,109.69, 76.88,905.89,941.66,826.32
200108,298.20,549.38,147.15,304.42,565.54,153.30,280.95,587.00,143.41,362.43,515.13,196.32,335.66,493.06,180.60,285.22,442.12,161.15, 96.05,114.53, 56.01,101.71,108.47, 73.36,841.31,911.97,734.68
200109,275.08,500.21,137.74,280.79,513.87,143.52,258.94,525.35,134.88,334.88,477.00,180.58,310.07,455.79,166.57,263.33,407.07,150.32, 89.27,106.28, 52.30, 93.05, 98.90, 68.27,776.19,829.99,687.76
200110,285.20,509.73,145.51,290.78,521.67,151.48,267.67,528.16,142.00,348.04,489.88,192.44,322.91,469.78,177.84,275.80,423.24,161.77, 92.97,109.58, 56.13, 98.23,103.90, 73.89,804.29,844.32,726.39
200111,285.47,491.86,151.23,292.72,504.80,158.04,273.97,516.03,149.58,338.44,468.62,193.44,312.28,448.60,177.13,262.61,402.40,154.85, 88.87,104.39, 54.22, 93.01, 98.55, 69.38,806.68,815.56,755.89
200112,281.77,483.49,149.87,290.08,498.85,156.99,271.94,508.01,149.19,334.20,465.22,188.99,305.47,440.39,171.84,249.93,384.30,145.54, 84.99,100.20, 51.28, 87.93, 93.53, 64.31,797.39,803.32,749.66
200201,266.08,460.30,140.39,273.40,473.87,146.95,254.78,479.17,139.22,319.01,445.64,179.13,292.12,422.59,163.03,240.29,370.36,138.69, 80.89, 95.63, 48.42, 85.72, 91.23, 62.51,752.05,763.51,701.91
200202,277.77,482.32,146.01,284.58,492.67,153.11,264.76,496.58,144.88,332.80,464.51,187.11,306.23,445.18,169.37,254.55,396.90,141.01, 85.55,102.31, 49.42, 91.19, 98.13, 62.64,784.81,799.22,730.33
200203,291.00,503.16,153.62,298.81,516.11,161.07,280.12,526.93,153.05,345.87,481.66,195.07,317.91,460.58,176.95,263.64,409.13,148.56, 88.57,105.17, 52.30, 94.53,101.76, 64.84,822.56,834.18,768.52
200204,297.40,512.26,157.59,305.18,524.47,165.16,284.29,531.31,155.86,356.31,492.56,203.03,327.01,471.15,183.85,270.30,418.75,153.26, 90.88,107.73, 53.95, 96.74,103.98, 66.90,840.86,849.61,788.39
200205,308.01,540.54,160.17,314.50,552.03,167.33,291.38,558.70,157.61,369.89,518.83,206.52,341.93,498.01,188.47,286.98,445.05,162.11, 96.54,114.61, 57.04,102.57,110.26, 70.87,870.34,896.44,801.07
200206,282.77,496.69,146.91,287.88,505.04,153.23,265.38,504.07,144.27,340.89,479.94,189.31,316.19,461.67,173.46,267.22,413.97,151.53, 89.89,106.62, 53.25, 95.53,102.52, 66.60,798.44,822.79,734.53
200207,265.34,474.02,135.44,268.10,477.80,140.84,246.31,479.16,132.19,318.88,452.35,175.16,299.60,441.42,161.58,259.90,404.64,144.77, 86.85,103.65, 50.49, 94.41,101.42, 65.50,747.99,783.69,676.82
200208,259.39,462.48,132.67,262.31,465.53,138.29,241.39,465.18,130.21,311.32,441.98,170.81,292.23,431.68,156.81,253.05,396.23,138.01, 84.77,101.91, 48.15, 91.37, 98.44, 62.36,731.29,764.48,663.20
200209,254.69,462.00,127.87,256.89,464.03,133.42,235.38,460.45,125.93,306.62,442.96,163.94,288.68,433.09,150.28,251.47,398.14,131.49, 84.64,103.27, 45.75, 89.77, 97.07, 60.02,718.20,764.35,639.48
200210,239.16,428.77,121.60,241.50,428.69,127.29,223.22,420.04,121.94,284.96,413.20,151.52,268.74,405.12,138.55,234.86,373.99,120.06, 79.38, 97.48, 41.99, 82.95, 90.18, 53.74,674.62,709.10,608.39
200211,247.15,436.62,127.62,251.53,440.87,133.96,232.29,430.71,127.87,297.12,425.90,160.72,275.99,411.24,145.62,233.93,370.95,121.59, 79.54, 97.08, 42.95, 81.40, 88.61, 52.32,698.53,723.89,638.96
200212,233.98,418.48,119.39,237.62,422.12,125.21,217.19,405.38,119.08,284.71,414.48,151.25,264.40,398.39,137.17,223.98,356.69,114.98, 76.03, 93.44, 40.33, 78.21, 85.04, 50.51,661.09,693.71,597.71
200301,227.80,413.70,114.51,230.53,416.21,119.89,208.40,394.45,113.30,280.33,413.68,146.50,260.92,397.43,133.10,222.16,355.55,112.40, 74.80, 92.47, 39.07, 78.95, 85.99, 50.64,642.88,684.85,572.93
200302,227.26,417.53,112.90,228.55,415.86,118.09,205.17,391.94,110.92,280.49,415.41,145.94,263.42,404.61,132.59,228.72,370.05,111.93, 76.61, 95.65, 38.95, 82.16, 90.58, 50.27,640.57,689.87,564.77
200303,219.62,404.77,108.75,219.40,398.73,113.48,195.62,369.37,106.51,271.65,404.47,140.40,257.60,398.30,128.28,228.34,370.54,110.72, 76.15, 95.35, 38.42, 82.77, 91.47, 50.12,618.12,667.33,543.66
200304,220.94,410.08,108.60,219.21,400.71,112.82,193.69,366.58,105.31,274.55,410.89,141.00,262.72,407.87,129.95,237.26,384.05,115.95, 78.71, 98.15, 40.16, 86.93, 96.02, 52.75,621.12,674.96,542.73
200305,231.90,427.66,114.75,230.06,416.53,119.37,203.80,383.22,111.25,287.22,425.05,149.58,275.17,424.84,137.35,249.11,404.16,120.85, 82.13,102.48, 41.84, 92.40,102.52, 55.04,651.60,703.01,573.47
200306,250.29,464.54,123.03,248.06,451.95,128.03,219.53,417.22,119.06,310.05,459.85,161.03,297.49,460.93,147.63,270.12,440.33,129.10, 88.87,111.27, 44.84,100.62,112.38, 58.28,703.17,763.45,614.98
200307,260.87,482.60,128.67,259.60,473.07,133.96,230.06,441.36,124.05,323.93,476.88,169.77,308.63,474.33,155.20,276.29,448.03,134.27, 90.86,112.86, 46.84,103.03,114.98, 59.87,733.36,793.91,643.26
200308,278.20,517.31,136.49,277.24,508.91,142.20,244.14,473.90,130.68,348.73,513.86,182.57,330.52,507.98,166.20,292.64,475.42,141.38, 96.20,119.80, 49.27,109.19,121.95, 63.25,782.34,851.90,682.20
200309,283.70,534.42,137.29,281.82,525.56,142.60,243.73,480.34,129.20,362.38,539.38,187.41,343.04,530.06,171.01,302.95,491.63,146.87, 98.94,123.53, 50.31,114.48,126.75, 68.79,797.50,880.56,685.61
200310,291.73,553.45,140.11,288.93,544.72,144.80,245.45,493.44,128.42,379.41,563.28,196.83,358.69,551.21,180.40,315.89,507.92,157.68,102.91,127.14, 53.87,119.95,131.81, 74.35,818.97,910.64,698.93
200311,280.39,530.85,134.96,279.35,527.15,139.88,241.49,484.44,126.53,359.40,538.48,184.36,338.37,522.35,168.95,295.37,474.79,147.56, 97.05,120.22, 50.42,110.33,120.73, 69.54,788.32,875.58,673.56
200312,292.59,559.39,139.38,291.87,557.50,144.51,250.63,512.64,129.18,379.03,569.05,194.01,354.98,548.60,176.98,305.97,493.13,151.94,100.82,125.19, 52.14,113.56,124.76, 70.78,823.11,923.77,695.79
200401,294.80,562.13,140.83,292.96,557.36,145.60,251.98,511.68,130.68,379.60,570.05,194.24,358.43,554.25,178.56,315.05,505.86,157.78,103.13,127.31, 53.97,118.63,130.20, 74.15,828.20,926.53,702.41
200402,303.47,587.55,142.61,301.34,582.25,147.57,258.76,534.19,132.31,391.34,595.99,197.20,369.85,579.85,180.87,325.77,529.85,158.47,106.61,133.53, 54.16,122.73,136.00, 74.64,852.55,968.68,711.41
200403,331.89,651.53,153.59,327.10,642.36,157.66,278.92,590.24,139.50,428.93,656.28,215.02,410.16,644.81,199.83,371.19,599.41,183.53,120.68,150.22, 62.10,141.80,155.53, 88.80,930.50,1072.49,764.53
200404,335.02,657.03,155.21,328.38,643.82,158.54,281.41,595.74,140.69,427.67,652.05,215.24,414.22,649.81,202.40,385.61,618.71,193.40,124.03,153.71, 64.40,150.61,163.22, 97.41,937.64,1079.58,771.28
200405,322.34,637.16,148.01,316.76,625.92,151.73,269.81,572.66,134.58,415.98,642.88,206.18,399.86,634.49,192.31,366.12,594.38,178.88,118.59,148.71, 60.10,140.96,154.72, 88.12,903.42,1048.55,736.60
200406,337.46,671.01,153.90,329.47,655.55,156.71,278.35,597.28,137.43,437.44,676.71,216.58,424.32,673.12,204.16,396.33,638.99,196.68,128.27,159.81, 65.89,152.85,166.46, 97.58,944.68,1103.51,764.72
200407,323.23,648.26,145.94,316.21,633.87,149.26,269.28,581.36,132.19,415.41,649.12,203.28,402.74,646.63,190.49,375.77,615.37,179.97,121.51,153.79, 60.40,145.17,160.53, 88.89,905.17,1066.04,725.94
200408,319.45,638.42,144.84,312.46,623.74,148.12,265.42,570.60,130.82,411.84,640.74,202.57,399.02,638.46,189.66,371.78,607.90,178.70,119.87,151.50, 59.76,144.50,159.42, 89.05,894.29,1049.32,720.27
200409,312.84,623.98,142.17,306.29,608.57,145.91,259.43,552.57,128.97,405.30,630.74,199.28,391.47,628.33,185.24,362.27,597.98,170.33,116.56,148.97, 56.73,141.43,156.94, 85.76,875.94,1025.38,707.37
200410,308.33,616.06,139.83,302.47,602.63,143.68,256.83,550.59,126.92,398.91,620.01,196.44,384.23,616.13,182.07,353.38,583.94,165.72,113.31,144.80, 55.17,138.92,154.59, 83.54,863.31,1012.21,695.90
200411,312.78,626.87,141.34,307.20,615.17,145.16,259.31,558.87,127.51,408.30,637.19,200.11,391.48,628.10,185.35,356.34,587.07,168.32,114.53,146.02, 56.05,139.40,154.53, 84.75,876.17,1030.90,703.44
200412,327.55,657.04,147.87,321.76,644.13,152.08,272.61,587.58,134.03,425.34,663.47,208.56,408.29,656.48,192.78,372.73,618.18,173.86,119.92,154.04, 57.91,145.54,162.19, 87.51,917.76,1080.73,736.19
200501,326.12,655.45,146.92,317.71,636.48,150.06,264.42,568.74,130.26,430.98,674.00,210.74,417.56,672.57,196.72,389.82,643.68,183.34,124.47,159.34, 60.48,154.36,170.85, 94.16,911.52,1075.38,729.74
200502,335.45,677.43,150.34,326.65,656.93,153.69,272.42,587.09,133.95,441.83,695.52,214.50,428.84,695.84,200.13,402.06,669.22,186.24,127.76,165.01, 61.08,160.63,178.85, 96.75,937.13,1110.69,746.55
200503,339.00,690.88,150.40,329.00,666.88,153.57,273.24,593.43,133.39,447.60,709.96,215.46,436.59,715.00,201.29,414.20,696.37,188.15,131.51,171.79, 61.57,165.72,185.94, 98.19,946.16,1131.41,746.49
200504,324.71,661.72,144.07,314.28,636.87,146.74,261.55,567.41,127.82,426.34,676.95,204.98,418.44,685.78,192.74,402.74,675.27,183.92,127.33,165.93, 59.88,162.37,181.53, 96.94,905.43,1082.71,714.34
200505,329.62,671.53,146.29,319.99,648.13,149.49,268.07,579.90,131.34,430.05,685.18,205.96,420.75,691.87,192.93,402.00,677.19,181.89,127.40,167.28, 59.07,161.37,180.40, 96.36,920.08,1100.21,725.92
200506,339.34,691.43,150.58,328.73,666.03,153.52,274.25,595.67,133.86,444.41,704.50,214.07,435.87,713.80,200.96,418.81,703.08,190.81,132.52,173.41, 61.84,168.60,187.81,101.46,946.79,1132.56,746.69
200507,346.94,706.21,154.13,335.50,678.55,156.97,280.05,605.50,137.28,453.24,719.82,217.86,446.19,731.99,205.24,432.43,725.82,197.08,136.87,179.65, 63.50,174.00,192.70,106.00,967.69,1156.67,763.83
200508,365.92,747.12,162.01,355.66,722.08,165.76,297.20,647.77,144.60,479.71,760.73,230.98,467.69,767.12,215.18,443.20,748.93,199.29,141.42,186.73, 64.87,175.72,196.32,105.08,1022.52,1226.04,804.33
200509,408.98,837.81,180.39,400.03,816.22,185.47,335.81,735.03,162.73,535.92,855.45,256.10,516.91,851.37,236.50,477.45,810.61,212.66,153.57,203.05, 70.26,186.51,210.71,108.85,1145.34,1377.84,897.66
200510,418.01,863.37,182.66,406.51,836.18,186.91,339.46,749.05,163.22,548.83,882.54,260.05,534.34,885.94,242.28,504.69,857.55,224.44,161.98,214.80, 73.68,197.96,222.94,116.36,1169.22,1418.72,907.59
200511,445.69,906.37,198.20,434.09,878.02,203.08,364.83,794.57,177.64,580.59,914.16,281.76,565.08,921.66,261.92,533.33,899.34,240.84,170.70,224.61, 78.83,210.26,235.02,125.61,1246.76,1489.23,984.86
200512,479.46,953.90,217.69,464.95,918.47,222.02,388.00,825.85,192.32,628.39,964.11,313.11,615.03,980.06,292.81,587.69,971.05,273.75,187.26,241.22, 89.21,233.80,256.40,144.16,1339.02,1563.84,1080.00
200601,496.99,996.88,223.93,482.62,961.36,228.82,405.14,869.92,199.47,646.65,1001.04,319.34,632.81,1017.56,298.21,604.51,1008.13,277.71,192.78,250.07, 90.93,240.08,266.94,144.72,1388.70,1634.63,1112.08
200602,483.02,977.70,215.78,472.65,950.71,222.21,400.41,862.68,196.63,624.72,986.45,302.28,604.49,988.82,279.24,562.99,954.29,252.22,180.54,238.69, 82.79,221.10,248.67,130.71,1352.83,1607.74,1073.80
200603,505.86,1021.48,226.49,494.36,991.88,232.92,417.16,899.03,204.81,657.27,1030.66,320.31,636.53,1035.30,296.00,594.00,1003.13,267.66,191.08,251.42, 88.26,231.77,260.33,137.31,1416.88,1679.76,1127.16
200604,501.88,1020.49,223.23,491.57,993.54,230.13,418.76,907.35,204.73,644.33,1022.37,310.19,623.81,1025.40,286.50,581.71,990.66,258.66,187.58,249.14, 85.41,225.85,255.38,132.27,1406.90,1679.92,1111.78
200605,461.88,942.93,204.65,453.47,918.63,211.87,385.14,830.68,188.97,597.08,957.42,284.27,574.46,954.92,260.32,527.95,912.68,229.07,170.67,229.70, 76.12,203.90,234.93,115.47,1295.79,1552.67,1020.63
200606,464.28,943.86,206.55,457.33,923.47,214.28,391.09,840.45,192.43,595.91,954.52,284.04,571.21,947.20,259.61,520.36,896.33,227.13,168.31,226.25, 75.21,200.74,229.37,115.43,1303.65,1556.38,1030.36
200607,459.04,935.48,203.74,455.44,921.23,213.07,394.82,848.92,194.18,580.92,936.82,274.89,551.89,923.39,248.10,492.05,862.14,208.69,160.12,219.08, 69.53,187.38,217.63,104.58,1291.74,1545.73,1018.73
200608,477.78,971.69,212.47,473.54,956.45,221.82,410.06,881.90,201.64,605.06,971.84,287.57,575.81,959.01,260.32,515.52,897.45,221.07,168.09,228.36, 73.85,195.48,225.91,110.10,1344.36,1605.40,1062.26
200609,473.02,961.09,210.55,469.01,946.10,219.94,404.63,869.51,199.09,602.81,965.49,287.37,572.20,951.24,259.27,509.08,887.32,217.85,166.40,225.96, 73.16,192.01,223.01,107.16,1331.38,1588.21,1053.05
200610,475.53,961.80,212.58,472.98,951.43,222.35,411.15,885.35,201.98,600.67,954.96,288.63,568.30,937.25,260.01,501.50,867.34,217.40,164.12,220.74, 73.25,188.66,218.24,106.07,1339.51,1591.00,1063.75
200611,471.44,952.96,210.87,469.52,943.03,221.01,409.10,879.72,201.19,594.01,943.34,285.76,561.06,926.22,256.39,493.01,857.86,211.57,161.96,218.95, 71.71,183.93,214.60,101.78,1328.80,1576.93,1056.08
200612,494.61,1001.49,220.86,494.08,994.51,232.12,433.29,935.87,212.41,619.28,985.51,297.15,582.99,964.87,265.45,508.29,888.58,216.20,167.15,226.82, 73.54,189.25,222.24,103.04,1395.12,1658.48,1106.92
200701,506.48,1035.51,223.95,505.38,1029.07,234.95,444.43,972.73,215.80,630.87,1014.76,298.61,595.96,993.83,268.43,523.86,915.85,222.80,172.31,233.86, 75.80,194.94,228.93,106.13,1428.48,1715.26,1122.23
200702,515.30,1064.61,225.41,514.76,1059.75,236.88,453.27,1007.71,217.56,641.35,1038.15,301.10,604.84,1016.03,269.53,529.54,935.01,220.90,174.31,238.78, 75.46,196.78,233.68,104.10,1453.86,1763.94,1130.29
200703,507.05,1054.33,220.30,506.35,1049.15,231.60,444.47,993.63,212.45,633.76,1032.35,295.07,597.26,1009.48,263.74,522.06,927.37,215.18,171.64,236.14, 73.75,194.47,232.95,100.51,1430.60,1746.68,1105.05
200704,503.41,1043.62,219.41,502.94,1036.04,231.30,440.28,976.45,211.71,631.96,1024.91,295.94,594.36,1004.55,262.47,517.01,927.23,209.01,170.57,237.20, 71.90,191.24,231.01, 96.62,1421.05,1729.10,1101.53
200705,519.14,1070.91,227.44,521.37,1069.70,240.68,463.01,1021.72,223.48,641.39,1042.60,299.46,600.53,1015.94,264.83,516.78,926.69,208.98,171.05,237.49, 72.32,189.87,230.13, 95.02,1467.26,1776.83,1142.87
200706,525.64,1082.12,230.76,527.15,1077.45,244.21,466.00,1022.68,225.83,652.96,1057.58,306.29,611.92,1033.94,270.34,527.75,949.43,211.99,173.52,242.01, 72.77,196.57,238.07, 98.60,1484.74,1793.87,1159.16
200707,505.44,1038.96,222.25,506.66,1032.78,235.30,446.90,978.43,216.95,629.66,1015.89,296.84,590.07,995.32,261.35,508.87,917.93,203.28,166.91,232.98, 69.90,190.46,231.91, 94.11,1427.23,1720.99,1116.47
200708,477.06,972.83,211.48,479.55,967.71,224.77,420.36,905.83,206.43,601.42,964.52,285.70,558.93,939.77,248.72,472.24,857.01,186.28,155.32,218.15, 64.31,175.76,215.39, 85.27,1348.25,1612.34,1063.40
200709,482.60,985.37,213.67,486.40,983.48,227.57,426.67,928.72,208.01,609.38,970.87,291.89,563.45,943.39,252.26,469.97,855.48,184.18,154.65,218.24, 63.48,174.74,214.18, 84.73,1364.74,1634.62,1074.74
200710,484.16,985.57,215.01,486.74,982.94,227.98,425.52,928.47,207.08,612.82,970.04,295.89,568.76,943.92,257.85,478.94,858.48,193.79,157.97,219.65, 66.60,177.24,213.80, 89.84,1368.63,1635.10,1080.52
200711,457.57,930.21,203.47,460.79,929.43,216.06,403.61,882.75,196.08,578.53,911.64,280.87,535.51,886.01,243.82,447.92,803.77,180.83,148.22,206.32, 62.37,164.64,199.01, 83.00,1294.21,1544.09,1023.12
200712,441.47,904.03,194.79,445.61,905.99,207.35,390.38,867.31,187.01,559.32,878.82,272.40,515.32,852.88,234.53,426.85,771.89,169.78,141.33,198.25, 58.73,156.71,190.92, 77.24,1248.98,1501.17,979.74
200801,401.28,835.08,173.95,404.69,836.63,185.22,356.18,801.77,168.57,504.27,810.28,239.59,466.55,787.30,206.93,389.82,713.92,151.20,129.37,184.55, 52.26,142.41,174.57, 68.94,1135.05,1387.10,874.56
200802,395.48,815.99,173.06,398.56,816.60,184.05,351.44,778.05,168.89,495.17,797.45,234.66,459.22,774.03,204.00,385.60,700.69,151.91,127.65,180.22, 52.48,141.62,172.87, 69.42,1118.16,1354.50,869.80
200803,365.77,755.43,159.90,366.04,747.42,169.60,319.40,701.87,154.52,462.26,744.78,218.95,432.57,732.71,190.89,369.92,677.86,143.33,122.44,174.55, 49.52,135.91,166.91, 65.44,1033.44,1252.48,803.48
200804,408.71,849.50,177.41,412.66,851.57,189.22,367.91,819.42,175.84,503.76,819.99,235.85,468.04,797.56,204.86,394.43,724.34,152.14,131.78,188.49, 52.99,142.06,175.02, 67.75,1156.70,1412.20,892.20
200805,423.80,870.90,186.28,427.73,869.28,199.09,381.99,838.47,184.98,520.72,834.14,248.25,484.65,819.05,214.53,409.90,755.43,156.95,135.89,194.88, 54.39,150.10,185.41, 71.01,1198.84,1446.16,936.75
200806,397.36,820.48,173.75,400.26,815.94,185.76,358.00,789.92,172.56,486.10,778.76,231.71,454.62,771.64,200.06,388.34,722.01,145.97,128.43,185.73, 50.65,142.92,178.10, 65.78,1123.24,1360.63,873.77
200807,391.76,818.69,169.03,394.24,814.23,180.62,352.66,789.37,167.78,478.69,775.53,225.32,448.64,768.92,194.80,384.87,720.17,142.67,127.46,185.91, 49.49,141.24,176.54, 64.38,1107.53,1358.33,850.04
200808,377.71,791.61,162.44,380.09,787.08,173.68,339.17,762.86,160.65,463.32,749.94,218.32,433.70,743.84,188.12,371.11,697.12,136.39,123.68,181.16, 47.64,134.39,168.87, 60.20,1068.31,1314.09,817.28
200809,328.90,710.46,136.55,329.80,706.36,145.52,291.63,686.66,132.09,407.93,670.08,188.99,382.82,665.83,162.79,329.30,625.76,117.90,109.87,163.16, 41.22,118.96,150.68, 51.88,929.89,1179.42,686.88
200810,262.58,568.06,108.81,260.91,555.17,115.93,231.39,531.21,107.48,321.23,538.90,145.14,307.61,548.01,126.23,275.37,533.55, 94.14, 90.48,136.78, 32.75,102.73,132.44, 42.08,740.80,939.73,547.11
200811,253.27,548.12,104.91,249.37,529.34,111.08,213.78,487.29, 99.99,323.27,541.56,146.31,309.76,550.96,127.42,277.63,536.77, 95.41, 91.10,137.56, 33.06,103.85,133.31, 43.20,713.68,905.36,527.06
200812,260.86,560.64,108.76,256.98,540.04,115.36,218.65,489.77,103.26,336.16,559.22,153.36,320.93,568.57,132.77,285.21,553.35, 97.11, 93.45,142.08, 33.36,106.99,136.99, 44.92,734.91,925.40,546.44
200901,241.10,528.87, 98.58,236.99,510.93,104.27,201.20,471.24, 92.65,310.82,521.90,140.30,297.71,530.98,121.97,266.58,517.35, 90.70, 86.41,131.55, 30.75,101.97,130.15, 43.28,678.76,872.54,495.09
200902,229.84,513.78, 92.24,226.34,500.16, 97.59,191.64,468.34, 85.98,297.83,504.50,133.07,284.01,509.68,115.31,251.73,490.67, 84.64, 81.70,125.11, 28.67, 96.07,122.89, 40.47,647.26,848.80,463.11
200903,237.32,536.28, 94.19,232.89,519.83, 99.56,193.60,472.80, 86.90,313.00,537.05,137.72,298.46,541.35,119.24,264.50,519.15, 87.24, 86.36,133.15, 29.80, 99.86,128.77, 40.90,668.16,885.84,472.90
200904,256.76,597.20, 98.84,253.14,586.98,104.62,213.51,553.02, 92.19,334.55,588.98,142.57,317.93,587.39,123.42,279.52,552.76, 90.25, 91.53,142.43, 30.87,104.97,136.05, 42.18,723.72,988.96,496.43
200905,275.10,637.27,106.37,270.23,622.32,112.38,226.36,570.78, 99.53,360.01,638.59,151.94,343.61,638.08,132.30,305.17,602.52, 98.99,100.41,155.57, 34.24,113.57,147.77, 45.00,775.28,1054.88,534.23
200906,284.85,660.35,110.05,277.77,637.27,115.91,228.23,566.81,101.35,378.31,670.04,159.97,363.41,675.57,139.68,327.61,648.11,105.67,107.66,166.80, 36.71,122.22,159.83, 47.51,801.96,1091.24,552.59
200907,291.58,678.41,112.22,285.14,658.77,118.25,235.82,602.81,102.80,385.44,677.23,164.67,369.24,682.04,143.38,330.74,653.03,107.27,108.61,167.93, 37.23,123.55,161.27, 48.37,821.09,1121.69,563.47
200908,296.24,686.02,114.59,288.78,662.04,120.59,238.87,600.07,105.31,390.32,685.82,166.75,376.03,695.26,145.80,341.24,673.31,110.89,111.68,172.50, 38.38,128.26,167.30, 50.34,833.74,1133.23,575.18
200909,282.20,650.18,109.75,274.85,626.83,115.30,225.36,569.05, 99.03,375.20,648.55,163.60,360.94,658.75,142.83,326.45,640.07,107.99,106.30,162.93, 37.23,123.84,160.76, 49.50,793.83,1073.14,550.73
200910,277.17,639.58,107.62,270.36,618.96,113.03,222.81,568.60, 97.23,366.96,634.29,160.01,352.70,642.84,139.86,318.37,622.25,106.24,103.86,158.62, 36.68,120.38,155.92, 48.52,779.90,1056.24,540.04
200911,260.22,590.90,102.73,254.94,574.26,108.10,211.38,532.24, 93.05,343.63,584.21,152.86,328.36,589.86,133.09,292.39,567.26, 99.55, 96.34,145.63, 34.86,108.50,140.45, 43.82,732.62,976.15,515.75
